Name,Topic,Voice Line
Kujou Sara,About the Raiden Shogun: Trust Friendship Lv. 4,"As I'm sure you've heard many times before, the Almighty Shogun seeks Eternity — an existence beyond the dominion of thought and longing. ""Abandon mortal ties, strive for an unchanging Eternity""... The Almighty Shogun's manner is always resolute, and I do not always fully grasp the meaning of her words. But this is her decision, and I trust her."
Kujou Sara,About the Raiden Shogun: Service Friendship Lv. 6,"So, the Vision Hunt Decree was repealed... Yes, it seems that you were right. ...Ahem, but this is not to say that the Almighty Shogun made a mistake. She has simply chosen to pursue eternity by a different route. I do not know whether the Shogun has finally found inner peace after protecting Inazuma over all these millennia. All I know is that however perilous the road ahead may become, I will follow her as I have always done."
Kujou Sara,About Yae Miko Friendship Lv. 4,"Guuji Yae's actions often leave me with many questions... Nevertheless, the fact that she is the head shrine maiden of the Grand Narukami Shrine clearly shows the level of trust and approval that the Shogun places in her, and for this reason I also greatly respect her. But... if there ever comes a day when she disobeys the Shogun's will, then please accept my apologies in advance."
Kujou Sara,About Sangonomiya Kokomi Friendship Lv. 4,"She is more proficient as a military strategist than a priestess. The way she uses directives to wage war is almost unheard of. I wonder if I should adopt this technique for commanding the Shogun's Army? Hmm... but this could lead us to a situation whereby war is waged at the negotiation table, each side with their pack of strategy cards, playing them one by one until a victor emerges... Then again, perhaps not."
Kujou Sara,About Gorou Friendship Lv. 4,"Gorou is to Sangonomiya Kokomi as I am to the Raiden Shogun. He is fiercely loyal, and I have great respect for this. It's a shame we're on opposing sides, so we'll never get to work together... Still, I am glad to have an admirable foe. Also... I hear he's a fifth-born son. That just makes it even better."
Kujou Sara,About Arataki Itto Friendship Lv. 4,"Tsk... I can't help but get a little irate when his name comes up. He kicked up a big fuss when I confiscated his Vision, by far the noisiest person... no, the noisiest oni I've ever encountered. He showed he was enough of a man to admit defeat, but the rematch he insisted upon... Tsk... To this day, I still don't want to talk about it. If you really must know, you can go and ask him yourself."
Kujou Sara,About Kuki Shinobu Friendship Lv. 4,"With her talent and qualifications, it's a shame she decided to join the Arataki gang. I must concede, however, that at the very least, her presence has effectively prevented idlers from stirring up trouble and disturbing the public, reducing the burden on the Tenryou Commission."
Kujou Sara,More About Kujou Sara: I,"You want to know more about me? ...Know what, exactly? I can't discuss Tenryou Commission business with you, that's strictly confidential, and I certainly can't divulge anything relating to the Almighty Shogun. What exactly are you trying to achieve? Hmm? Me on a personal level...? I suppose that's not out of the question, just... unprecedented."
Kujou Sara,"More About Kujou Sara: II Friendship Lv. 3 Stillness, the Sublimation of Shadow","I lead a relatively simple life when I'm not leading an army into battle. I always get out of bed at 5:05 on the dot. Then I go to the courtyard where I take five deep breaths before walking five laps around it. For breakfast, I typically eat five mouthfuls... Five is my lucky number, so I do things in fives. Do you have some objection to that?"
Kujou Sara,"More About Kujou Sara: III Friendship Lv. 4 Stillness, the Sublimation of Shadow","The thing that gave me the most trouble when enforcing the Vision Hunt Decree was those officers of the Shogun's Army who would abuse their authority to be heavy-handed with those we detained. The will of the Almighty Shogun must be executed, but I do not condone violence against innocent people! I have expressly forbidden such behavior on countless occasions but judging by the outcome, it seems difficult to root out. If you have any ideas on how to tackle it, please share them with me."
Kujou Sara,"More About Kujou Sara: IV Friendship Lv. 5 Stillness, the Sublimation of Shadow","Although I was fully adopted by the Kujou Clan, I know that Takayuki does not look at me the same way he looks at Kamaji. I might be a little stone-faced sometimes, but even I get lonely... especially when I catch sight of one of my subordinates sharing an intimate moment with their family. ...I'm sorry, I have nothing but gratitude for Takayuki. How could I be so disrespectful..."
Kujou Sara,"More About Kujou Sara: V Friendship Lv. 6 Stillness, the Sublimation of Shadow","Now that I think about it, you and I are a good example of achieving concord through conflict. We were on opposite sides — diametrically opposed, you could say. I never imagined I would end up alongside you, either in battle or in long conversation... Fate has been kind to me, no, sorry, ignore that."
Kujou Sara,Kujou Sara's Hobbies,"To this day, not a day goes by without bow exercises and target practice. From adopting the stance, to aiming, to hearing the twang of the bowstring, none of this is dry and repetitive for me — it is about transcending the me of yesterday! I wouldn't call it a hobby so much as a lifelong discipline."
Kujou Sara,Kujou Sara's Troubles,"The existence of a tengu warrior's wings is an objective fact, as is the reality that they will take up a certain amount of space when standing side-by-side. So when you say ""come closer,"" I fail to see how exactly I am supposed to achieve that."
Kujou Sara,Favorite Food,"I have always had a preference for easy-to-carry foods that provide quick and ample sustenance, such as Onigiri. The top choice for replenishing your stamina in the middle of a battle! But that's just a personal preference. I don't dictate what my subordinates have to eat."
Kujou Sara,Least Favorite Food,"I generally avoid sweet foods, not that I have a strong aversion to them. Why? Well, sweet things put your mind and body at rest, so if I ever eat sweet things it's easy to... Ahem, essentially, I mustn't slack off and that's the end of it. No further questions on this topic!"
Kujou Sara,Receiving a Gift: I,"So, there is a dish that tastes even better than Onigiri? Then I shall be sure to remember its name."
Kujou Sara,Receiving a Gift: II,I have eaten my fill. Thank you for your hospitality.
Kujou Sara,Receiving a Gift: III,No need for dessert...
Kujou Sara,Birthday,"Excellent timing. I will dispense with the formalities and get straight to the point — do you have a birthday wish? Providing that it does not conflict with the Almighty Shogun's grand cause, I will make every effort to see it come to fruition. To show that I am being completely serious, I will allow you to make not one, but five birthday wishes."
Kujou Sara,Feelings About Ascension: Intro Ascension Phase 1,My bow sounds in peak condition. One shot is all I need.
Kujou Sara,Feelings About Ascension: Building Up Ascension Phase 2,Power duly assimilated. Ready to receive instruction.
Kujou Sara,Feelings About Ascension: Climax Ascension Phase 4,The Shogun's Army might as well just be me!
Kujou Sara,Feelings About Ascension: Conclusion Ascension Phase 6,"The responsibility for honing my strength and advancing my martial abilities lies with me, and yet you have so diligently and willingly helped me... I will become worthy of this power by harnessing it for a higher cause! Also... the favor of the tengu will always be with you!"
