content,score
"This was an amazing game to play! I truly enjoyed the sound effects and the voice actors. But the best part was that it wasn't just a visually nice game experience but a game with a good story and lore. As well with many other things to do besides being kept on one path. I love this game. And I was introduced this game by my friend, and I haven't regretted it since! Oh, and how could I forget the character designs are amazing!!! I recommend this to people who have not played the game yet. 10/10.",5
I'm amazed of this game☺,5
The best game I have ever played. It would be great if The pity would be counted a bit accurately,5
"So I heard a rumor that says Dehya was weaked on purpose because she has masculine female traits and some conservatives deemed her to become a week support to ""male"" characters. I don't want to believe this but the design of Dehya couldn't be more disgraceful to all of her fanbase and Genshin's community. #buff_dehya",1
Chad qiqi >:),5
Awesome,5
One of the best open world game I ever played ! And it's on android so I can play it whenever I want ! The story and the graphics are both perfect! I highly recommend this game to everyone without any age restrictions,5
Keren,5
I want to download version 3.5 in my computer it's already 100 and then there's an error from GI then it restart to 1 then after that I hate GI. I rated 1 star cause I like open world and GI is open world so I rated 1 star.,1
"Crashed after loading screen. Only got it to actually work twice. Works fine on my desktop. I'm on a Nokia G50, when it did work it ran fine. Suffered about 25 crashes in a row trying everything to get this game to work on mobile. Nothing worked. Uninstalled. Genuinely really angry and disappointed.",1
getting lazy now mihoyo? you did dehya so dirty,1
gapernah main tapi rating 5 bitang🙀🙀,5
Good,5
I like this game it is always interesting to play genshin impact but fix like the heros not sus,4
Good game actually,5
I love it,5
i dont like it very much because its said not enough storge but i have 10GB/64GB,4
"Honestly, I love genshin but mobile sucks. It's laggy and just not it. PC is way better, but this is a gacha game so it takes a really long time to do anything.",4
Very nice anime game but the game storage is too much high.,5
"Behold the ""buy a pc to play this"" game",3
BUFF DEHYAAA REWORK DEHYA,1
good chop,5
Size is 20gb in phone after downloading everything,4
Very good,5
Good game,5
"Racist game company.Most if not all dark skinned characters have underwhelming kits.Even 5 stars units.A good game but there's a very strong bias towards people of colors.The units are just for show, barely usable.Very not recommended game from a scummy racist gaming company.And here i thought you were gonna ""Save the World"".TSK",1
I don't like it so big data storage 🙂,1
That game is great,5
Best game ever,5
"everything is beautiful. the story, music, character design, everything!!",5
Nice game,5
Most definitely a fun and if even have good graphics and you can change them and it tells if the graphics w6be to much or not,5
this game is very best and also the best,5
Ever since the inazuma update I just stopped playing it. The open world mechanics just got confusing due to the limitations of my characters.,1
When I try to play it won't let me at all,1
We need more endgame combat content,4
I like open world games and games that take some time to beat.the dialogue is a little bit long but graphics n detail is awesome.,5
I cannot login my account in genshin it always stuck in checking update. Please let resolve this problem or bug.,3
Rework dehya. She is by far one of the worst character in term of gameplay. Her design is top tier and her beign a 5* she should not be out dps by 4* while also having worst utilities than 4*.,1
It won't let me play on my tablet I Wish I can play ON MY TABLET IT WONT LET MEE so please make a Genshin impact game that u can play on tablets because for me I can't play on my tablet so please MAKE A GAME U CAN PLAY ON TABLET,4
🤔 I don't know why dehya as a five star character doesn't do much damage i don't know why i have thoma as a tank and candace and they are better specially thoma in my experience i thought dehya as a five star would deal explosive damage or hyper buff I'm kinda of disappointed though im really enjoying the event i guess i try to work dehya out for a while,4
"This is the type of game that Android's needed for a long time, breathtaking vistas addictive gameplay real-time absolutely stunning a true masterpiece",5
So cool,5
It's a good time playing this game. And also story line and the lore are so good even characters are good the design . Not gonna lie this is the best game for me,5
I love Anime. I love the legendary of anime. Anime is more than cutest among other cartoons 😻😻 But This game is amazing i liked it Because it has cool garphos cool 😎 adventure and much more fun 😊😊☺️😊 I liked and Loved so much when the game is released 😍,5
Definitely a good game I love the graphics the characters but it's hard for me to level up and I can't finish the other quest they give but overall very fun game....,4
What did Dehya do to deserve this?,1
The storage percentage is very high,3
अवॉसम game,5
NO DETAILS I LOVE IT!,5
"I love this game! It's really addicting, I play this game every day! But the thing is I don't get a free 50 rolls 🥲",5
